Location Name,Location Num,Operator,Type,State,Open Date
South McCarran and 580 FSU,03703,Ryan Smith,FSU,NV,17-May
South Mopac at US Hwy 290 West FSU,01134,Ken Massey,FSU,TX,1-Jan
South Mountain FSU,03821,Austin Hawes,FSU,AZ,19-Jan
South Naperville DTO,05844,Mark Cabrera,DTO,IL,25-Sep
South Nevada Ave. FSU,03995,Matt Jeffcoat,FSU,CO,18-Mar
South Park Mall (TX),00350,Jerry Sealey,MALL,TX,Jul-85
South Parkway FSU,01041,Bryan Barlock,FSU,AL,Apr-99
South Plainfield FSU,03993,Will Bridges,FSU,NJ,20-Aug
South Plains Mall,00290,Brandon Mulkey,MALL,TX,Jul-72
South Point Township FSU,04719,Natasha Gilbert,FSU,NC,21-Jul
South Riding FSU,03632,Kyle Vinci,FSU,VA,16-Sep
South Square FSU,03490,Joe Fernandez,FSU,NC,17-Jun
South Street and Creasy FSU,04404,Rachel DeYoung,FSU,IN,20-Jan
South Topeka Blvd (KS) FSU,05535,Justin Lamison,FSU,KS,24-Sep
South Towne Marketplace FSU,01288,Troy Apolonio,FSU,UT,3-Jan
South Two Notch Road & I-20 FSU,04748,Aaron Ellison,FSU,SC,22-Aug
South Walton FSU,03355,Mike Ricks,FSU,FL,15-Apr
SouthPointe Pavilions FSU,03500,Charlie Colon,FSU,NE,15-Oct
Southaven FSU,00716,Stuart Davidson,FSU,MS,Nov-98
Southcenter Parkway FSU,04094,Ethan Woodward,FSU,WA,19-Jan
Southchase Plaza FSU,01128,Tim Lytle,FSU,FL,Dec-99
Southeast Decatur FSU,04084,Barry Keith,FSU,AL,18-Jul
Southeastern Louisiana University-War Memorial OCV,06217,Joe Pumilia,SAT,LA,25-Aug
Southern Hills Drive FSU,02139,Bob Childress,FSU,VA,8-May
Southern Pines FSU,05048,Eric Corbett,FSU,NC,23-Apr
Southfield (MI) FSU,04712,Matthew Leverett,FSU,MI,22-Sep
Southington (CT) FSU,03753,Mike Hartman,FSU,CT,18-Jan
Southlake FSU,00498,Jarvis Boyd,FSU,TX,May-00
Southlands FSU,01579,Shane Weeks,FSU,CO,8-Oct
Southpark (NC),00280,Jim Crain,MALL,NC,May-70
Southpark (VA),00373,Brandon McGee,MALL,VA,Mar-89
Southpark Meadows FSU,01805,Jamie Harris,FSU,TX,6-Aug
Southpoint FSU,01660,Paul Jany,FSU,VA,5-Sep
Southport Road FSU,01344,Salvatore Tuzzolino,FSU,IN,3-Apr
Southridge Center FSU,02891,Tom Minturn,FSU,WV,11-Nov
Southroads Shopping Center FSU,03253,David Chen,FSU,OK,15-Aug
Southside Blvd at the Avenues FSU,01680,Joel Parker,FSU,FL,4-Oct
Southside Blvd. at Tinseltown FSU,05500,Jack Brown,FSU,FL,25-Jan
Southwest Decatur FSU,00795,Barry Keith,FSU,AL,Nov-98
Southwest Military FSU,02401,Floyd Carpenter,FSU,TX,12-Jul
Southwest Pkwy [TX] FSU,04761,Mary Beth Leach,FSU,TX,21-Mar
Spanish Fork FSU,03492,Scott Rasband,FSU,UT,15-Oct
Spanish Fort FSU,01796,Johnathan Sadlock,FSU,AL,6-May
Spanish Village FSU,04409,Kyle Gutteridge,FSU,TX,21-Apr
Sparks Blvd & I-80 FSU,03810,Tiffany Sangster,FSU,NV,18-Feb
Spartanburg FSU,03069,Randy Goff,FSU,SC,14-Apr
Spectrum Center OCV,04632,Rob Rogers,SAT,NC,21-Oct
Spencer Hwy & Burke Rd FSU,04060,Luke Wilbanks,FSU,TX,18-Sep
Sports Arena FSU,02014,Matt Hughes,FSU,CA,6-Nov
Spotsylvania Towne Centre,00297,James Sullivan,MALL,VA,Nov-80
Sprayberry FSU,00806,Scott Reed,FSU,GA,Jul-88
Spring Creek & Hwy. 121 FSU,03981,Kevin Bulmann,FSU,TX,18-Mar
Spring Hill FSU,01657,John Mitten,FSU,FL,3-Dec
Spring Hill In-Line DT,04121,Murray Collier,FSU,TN,18-Aug
Springdale FSU,01614,Doug Peters,FSU,OH,7-Aug
Springdale at Sunset Ave FSU,04310,Brian Stanley,FSU,AR,22-Feb
Springfield (OH) FSU,04969,Cris Lopez,FSU,OH,22-Dec
Springfield In-Line DT,02774,Andrea Barnett,FSU,VA,12-Apr
Springfield Park FSU,02022,Gene Ontjes,FSU,PA,6-Nov
Springhurst FSU,01668,Bruce Smith,FSU,KY,4-Nov
Springs Station FSU,05068,Richard Ferree,FSU,KY,24-Apr
Square One Shopping Centre,30011,Rajan Kajla,MALL,ON,23-Aug
St. Augustine FSU,01362,Wayne Efford,FSU,FL,2-Apr
St. Augustine Road FSU,01216,Charlie Crews,FSU,GA,Jun-00
St. Charles (IL) FSU,05570,Julian Good,FSU,IL,24-Oct
St. Clairsville FSU,04253,Joanna Gibson,FSU,OH,20-Mar
St. Cloud FSU,02659,Jason Whitfield,FSU,FL,13-Jun
St. Georges Ave FSU,03429,Marlon Terrell,FSU,NJ,15-Sep
St. Johns Town Center FSU,01640,Jeff Bucy,FSU,FL,5-Aug
St. Joseph FSU,02309,Jake Schenk,FSU,MO,10-Jul
St. Lucie West FSU,03913,Jimmy Cristantiello,FSU,FL,19-Jan
St. Matthews FSU,02184,Bruce Smith,FSU,KY,9-Jan
St. Pete Beach FSU,01740,Kevin White,FSU,FL,5-Apr
Stacy Road FSU,02354,Niel Brown,FSU,TX,10-Mar
Stadium Boulevard FSU,03498,Tom Van Voorn,FSU,MO,15-Sep
Stadium Village OCV,04950,Kody Wolfe,SAT,MN,22-Mar
Stanford Station Shopping Center FSU,00781,Donald Adams,FSU,FL,Aug-98
Stanleyville FSU,01098,Ross Parrish,FSU,NC,1-Aug
Staples and McArdle FSU,03523,Yessica Buentello,FSU,TX,16-Jun
Stapley Drive FSU,01524,Travis Cranford,FSU,AZ,4-Apr
Starkville FSU,02900,Jonathan Rogers,FSU,MS,12-Jul
Starr's Mill FSU,01982,Doug Barnett,FSU,GA,6-Oct
State Farm Arena OCV,05936,T.J. Wilson,SAT,GA,24-Nov
State and Lake In-Line,03212,Pablo Velazquez,MALL,IL,13-Jun
Staten Island Mall,04087,Roosevelt Board,MALL,NY,18-Sep
Statesboro FSU,00643,David Boykin,FSU,GA,Jun-96
Statesville FSU,01246,David Watson,FSU,NC,1-Dec
Station Park FSU,03538,Shelby Richie,FSU,UT,16-Sep
Staunton [VA] FSU,03418,Jay Hawkins,FSU,VA,18-Jul
Steeplechase FSU,02000,Keith Singletary,FSU,MD,8-Sep
Stephanie at Warm Springs FSU,03711,Dan Mullins,FSU,NV,17-Jan
Stephenville [TX] FSU,05167,Lance Bennett,FSU,TX,23-Jan
Stillwater FSU,01973,James Walker,FSU,OK,6-Nov
Stockyards FSU,04648,Sanel Thomas,FSU,TX,22-May
Stone Creek Village FSU,01749,Nick Welch,FSU,NC,6-Jul
Stone Drive FSU,00777,John Tingle,FSU,TN,Oct-98
Stone Mountain FSU,00389,Cliff Daniels,FSU,GA,Jul-96
Stone Ridge FSU,03531,Ben Stover,FSU,TX,16-Jan
Stonebriar Centre,01292,Talton Cooper,MALL,TX,Aug-00
Stonebridge Village FSU,02110,Frank Harney,FSU,GA,8-Oct
Stonecrest at Piper Glen FSU,00677,Beckie Johnston,FSU,NC,Jul-98
Stony Creek & SR 37 FSU,01438,Sam Hartman,FSU,IN,3-Mar
Stonybrook FSU,02899,Tony Carrico,FSU,KY,11-Oct
Stratford Hills FSU,01342,Tricia Fox,FSU,VA,5-Sep
Streets at Southglenn In-Line DT,02759,Cody Schoenly,FSU,CO,13-May
Strip at Harmon In-Line,04232,David Mullins,MALL,NV,20-Jan
Strongsville FSU,02470,Brian Wellman,FSU,OH,12-Jan
Stuart FSU,01995,Nathan Buchanan,FSU,FL,8-Jan
Sudley Manor Drive FSU,02186,Jeremy Smith,FSU,VA,9-Mar
Sugar House FSU,02742,Eric Champeau,FSU,UT,11-Nov
Sugar Land FSU,04936,Brent Kubala,FSU,TX,22-Dec
Sugarland Crossing FSU,01184,Jordan Smith,FSU,VA,Aug-00
Sugarloaf & 316 FSU,02077,Daniel Perry,FSU,GA,7-Mar
Sugarloaf and Satellite FSU,04962,Brad Williams,FSU,GA,23-Jul
Sully Plaza FSU,03628,Peter Kim,FSU,VA,19-Sep
Sulphur Springs (TX) FSU,04193,Mike Priest,FSU,TX,19-May
Summer Ave FSU,04615,Matt Pruitt,FSU,TN,21-Jul
Summerville (SC) FSU,01570,Chris Walker,FSU,SC,4-Feb
Summerwood FSU,03808,Graham Kilgore,FSU,TX,17-Aug
Summit Fair FSU,02859,Lance Spencer,FSU,MO,12-Aug
Sumter FSU,01383,Scott Richardson,FSU,SC,2-Jan
Sunnyvale Centre FSU,04188,Roger Clark,FSU,TX,21-Oct
Sunnyvale FSU,02772,Arnold Chong,FSU,CA,13-Oct
Sunrise Mall (BV),00288,Alex Aviles,MALL,TX,Sep-79
Sunset Hills FSU,03077,Eric Benting,FSU,MO,13-Nov
Sunset Mall,00289,Paulina De la Rosa,MALL,TX,Jul-79
Sunshine & Campbell FSU,03562,Brian Heberlie,FSU,MO,15-Dec
Sunshine Strip FSU,03613,Francisco Castellanos,FSU,TX,16-Jun
Sunwapta West FSU,30046,Mayur Raj,FSU,AB,25-Mar
Superstition Springs Center,00425,Luke Gleason,MALL,AZ,Nov-90
Surfside FSU,01332,Mike Peterson,FSU,SC,1-Oct
Surprise Marketplace FSU,01525,Stefan Bringas,FSU,AZ,3-Dec
Suwanee Road FSU,04659,Skyler Wasson,FSU,GA,22-May
Sycamore Square FSU,03614,Josh Alexander,FSU,CA,19-Feb
Sylacauga [AL] FSU,04044,Micah Harris,FSU,AL,18-May
Tahlequah [OK] FSU,05763,Corey Seitz,FSU,OK,25-Jan
Talbert Road FSU,04683,Darin Wiggins,FSU,NC,22-Aug
Talmadge & Sylvania FSU,02895,Jonathan Winn,FSU,OH,12-Nov
Tamarac Square FSU,02954,Tate Smith,FSU,CO,13-Apr
Tampa Stadium FSU,03838,Hayley Norman,FSU,FL,17-Aug
Tanasbourne FSU,03489,Brian Hogan,FSU,OR,16-Mar
Tanger Ottawa FSU,30038,Ibukun Olubiyi,FSU,ON,24-Jul
Tanque Verde FSU,03082,Dave Carrell,FSU,AZ,16-Apr
Taylor & Vaughn FSU,05439,Gary Soriano,FSU,AL,24-Oct
Taylor (MI) FSU,05251,Anthony Sautter,FSU,MI,24-Oct
Taylors FSU,00830,Todd Bennett,FSU,SC,Oct-98
Taylorsville FSU,03348,Matt Griffith,FSU,UT,14-Oct
Tech Rd. Silver Spring FSU no DT,02534,Tina Oyeniya,FSU,MD,10-Jul
Telegraph & Painter FSU,04897,Farid Khansarinia,FSU,CA,23-Nov
Telegraph & Serapis FSU,05164,C.R. May,FSU,CA,24-Oct
Temecula FSU,01509,Jim Toth,FSU,CA,6-Nov
Temple Terrace FSU,00978,Denis Spradlin,FSU,FL,Aug-95
Ten Mile & Vanguard FSU,05545,Bill Ystueta,FSU,ID,25-Jan
Tenleytown In-Line,03661,Kristen McCray,MALL,DC,16-Aug
Tennessee Tower OCV,03557,John Moore,SAT,TN,16-Jun
Terminus In-Line,02345,Logan Hernandez,MALL,GA,8-Aug
Terre Haute FSU,03020,Kathy McCloy,FSU,IN,13-Aug
Terrell FSU,03525,Lee Johnson,FSU,TX,19-Mar
Terrell Mill FSU,04447,Mark Reed,FSU,GA,21-Aug
Terrill Road FSU,04353,Michael Thornton,FSU,NJ,20-Jun
Tesson Ferry (MO) FSU,05398,Eric Benting,FSU,MO,25-Oct
Teterboro Landing FSU,03633,Ken Walsh,FSU,NJ,17-May
Texarkana FSU (TX),01093,Justin Flowers,FSU,TX,3-Nov
Texas City FSU,04022,Kolby Brailsford,FSU,TX,19-Apr
The Americana at Brand In-Line,04586,Robert Peterson,MALL,CA,21-Mar
The Brea Plaza In-Line DT,02529,Chrissy Hartmann,FSU,CA,11-Jan
The Collection Forsyth FSU,02242,Paul Joubert,FSU,GA,8-May
The Colony FSU,00774,Warren Leonhardi,FSU,TX,Sep-99
The Crossing FSU,01487,Jeff Mosley,FSU,IN,2-Nov
The Crossing at Katy Fulshear FSU,03795,Courtney Holmes,FSU,TX,19-Sep
The Crossing in Saratoga Springs FSU,04616,Ben Clayton,FSU,UT,23-Feb
The Crossroads FSU,05052,David Murphy,FSU,TX,23-Mar
The District FSU,01958,Adam Goodman,FSU,CA,7-May
The Dwarf House,70001,Michael Burgess,DH,GA,Jun-46
The Fountains of Miramar FSU,01722,Fred Capewell,FSU,FL,7-May
The Gardens,00374,Keisse Azevedo,MALL,FL,Oct-88
The Grove FSU,03593,Matthew Ellison,FSU,AL,16-Oct
The Lake District FSU,05430,John Francisco,FSU,TN,24-Mar
The Loop FSU,03495,Tim Lytle,FSU,FL,15-Dec
The Mall at Johnson City,00303,Jimmy Lane,MALL,TN,Mar-80
The Mall at Millenia,01398,Matt Beach,MALL,FL,2-Oct
The Mall at Robinson,01297,Kevin Toomey,MALL,PA,1-Oct
The Mall at Wellington Green,01280,Rob Rabenecker,MALL,FL,1-Oct
The Market Place FSU,01536,Jarrod McBride,FSU,CA,4-Feb
The Meadows FSU,30047,Jag Dhanju,FSU,AB,25-Apr
The OSU In-Line,03944,Kevin Harris,MALL,OH,18-Aug
The Parks at Arlington,00361,Chris Redding,MALL,TX,Feb-88
The Pinnacle FSU,03529,Josh Horner,FSU,TN,15-Aug
The Pyramids FSU,01628,Lew Leckrone,FSU,IN,4-Aug
The Ridge FSU,01715,Mark Nicholson,FSU,FL,5-May
The Rim FSU,01899,Cindy Gonzalez,FSU,TX,7-Oct
The Shoppes at Bartlett FSU,04023,Allen Arant,FSU,TN,18-Apr
The Shops at La Cantera,02038,Diana Losoya,MALL,TX,6-Jul
The Shops at Santa Anita Mall,04501,Carson Wyatt,MALL,CA,20-Jan
The Shops at Willow Lawn,00356,Blake Kell,MALL,VA,Apr-87
The Standard In-Line,03852,Daniel Bridgman,MALL,FL,17-Nov
The Streets at Southpoint,01408,Spencer Ford,MALL,NC,2-Mar
The Village at North Elm FSU,01818,Brian Kiser,FSU,NC,6-Dec
The Villages FSU,01642,Brian Mathes,FSU,FL,5-Dec
The Vineyard & Clinton Keith Rd. FSU,04595,Eric Jeppsen,FSU,CA,24-Mar
The Waterfront FSU,01477,Michael Osborne,FSU,PA,2-Dec
The Willows FSU,05000,Brent Allen,FSU,CA,24-Sep
The Woodlands Mall,00492,Ed Murray,MALL,TX,Oct-94
The Woodlands at College Park FSU,03321,Casey Hughes,FSU,TX,14-Aug
Thibodaux FSU,04390,Bailey Luna,FSU,LA,21-Oct
Thomas Road FSU,02798,David Benson,FSU,LA,11-Mar
Thomaston FSU,04514,Nathan Hunter,FSU,GA,20-Jun
Thomasville FSU,01117,Mike Zolt,FSU,GA,4-Oct
Thompson Square FSU,00986,Jamey Finley,FSU,MS,Feb-95
Thomson FSU,03717,Ian Moody,FSU,GA,17-Jan
Thornton Road FSU,00815,Laura Lee Moore,FSU,GA,Oct-89
Thoroughbred Square FSU,01220,Aria Sails,FSU,TN,1-May
Thruway Shopping Center FSU,00633,Laura Tassan,FSU,NC,6-Mar
Thunderbird FSU,03413,Troy Seavers,FSU,AZ,15-Sep
Tiffany Square Plaza FSU,03410,Shelly LaBerto,FSU,OH,16-Mar
Tifton FSU,00589,David Pettis,FSU,GA,Apr-96
TigerTown FSU,01445,Andrew Barnes,FSU,AL,5-Mar
Timberlake Road FSU,05057,Dwayne Marshall,FSU,VA,23-Jun
Tinley Park North (IL) FSU,05312,Kevin Skarin,FSU,IL,25-Apr
Tittabawassee Road - Saginaw (MI) FSU,05578,Jon Cook,FSU,MI,25-Feb
Toccoa [GA] FSU,05233,Tyler Pischke,FSU,GA,23-Jan
Tom Austin Hwy [TN] FSU,05369,Mitch Fielder,FSU,TN,23-Nov
Tom Hill Sr Blvd FSU,00813,David Clark,FSU,GA,Aug-89
Tomball FSU,01244,Matthew Horsley,FSU,TX,4-Nov
Topanga & Roscoe FSU,03672,Craig Stokes,FSU,CA,20-Jan
Toronto Eaton Centre,30032,Talal Chaudhry,MALL,ON,23-May
Totem Lake FSU,03801,Derek Schiefer,FSU,WA,17-Aug
Touhy Marketplace (IL) FSU,04456,Mike Kim,FSU,IL,22-Nov
Town Center At Cobb,00057,Sam Shisso,MALL,GA,Feb-86
Town Center at Boca Raton,01400,Paul Kiedis,MALL,FL,2-Jan
Town East Mall,00223,Sam Wallis,MALL,TX,Oct-86
Town Madison FSU,05633,Norman Dull,FSU,AL,24-Dec
Towne Creek Commons FSU,00700,Bo Hawkins,FSU,NC,Apr-99
Towne Lake FSU,00763,Scott Hall,FSU,GA,Jul-98
Townridge Square FSU,00848,Terry Butler,FSU,NC,Aug-93
Towson Place FSU,04839,Natalie Martz,FSU,MD,24-Oct
Towson Town Center,01173,Stetson Cox,MALL,MD,Jan-00
Trabuco Hills Center FSU,04700,Brett Jugo,FSU,CA,23-Aug
Transit & Losson FSU,04004,Andrew Privitera,FSU,NY,19-Nov
Travelers Rest FSU,03967,Steven Bryant,FSU,SC,17-Sep
Traverse City (MI) FSU,04815,Chris Ramsey,FSU,MI,22-Mar
Treasure Coast Square,00358,Matthew Shportun,MALL,FL,Oct-87
Treasure Valley Nampa FSU,03559,Jared Schrum,FSU,ID,18-Mar
Treetops FSU,05457,Ian Hodges,FSU,MS,25-Apr
Trexlertown FSU,01906,Mat Dempsey,FSU,PA,6-Nov
Triangle Town Center,01466,Preston Tippett,MALL,NC,2-Aug
Trinity Mills FSU,04834,Macy Agnew,FSU,TX,23-Jan
Trooper Road FSU,01452,Sam Class,FSU,PA,2-Jul
Troy (AL) FSU,03099,Andrew Jones,FSU,AL,13-Jan
Troy In-Line DT,03696,Doug Knostman,FSU,OH,17-Jan
Truett's Chick-fil-A - Grayson,70054,Chris Bruno,DH,GA,25-Jul
Truett's Chick-fil-A - Newnan,70045,Randy Burgess,DH,GA,Nov-93
Truett's Chick-fil-A - Rome,70044,Greg Major,DH,GA,Sep-93
Truett's Chick-fil-A - Stockbridge,70041,Jennifer Ritchie,DH,GA,Aug-92
Truett's Chick-fil-A - Woodstock,70043,Ron Hammock,DH,GA,Apr-93
Truett's Chick-fil-A Catering & Delivery - VA Ave,70053,Michael Burgess,DH,GA,21-Mar
Truett's Grill - Griffin,70049,David Lindley,DH,GA,6-Oct
Truett's Grill - McDonough,70007,Billy Thompson,DH,GA,3-May
Truett's Grill - Morrow,70005,Billy Thompson,DH,GA,May-96
Truett's Luau,70012,Brandon Bennett,DH,GA,13-Dec
Truist Park OCV,04125,Marshall McCabe,SAT,GA,17-Mar
Trussville FSU (AL),01143,Mark Nichols,FSU,AL,Aug-00
Tualatin Valley Hwy & 67th Ave. FSU,04646,Brian Hogan,FSU,OR,22-Apr
Tucker Hugh Howell Road FSU,04959,Brad Spratte,FSU,GA,23-Aug
Tuckernuck Plaza FSU,01519,Cole Jordan,FSU,VA,3-Nov
Tullahoma FSU,03106,Joseph Seabolt,FSU,TN,13-Feb
Tulsa Hills FSU,02089,Bart Milligan,FSU,OK,10-Nov
Tunnel Road FSU,04525,Larry Meadows,FSU,NC,21-Jul
Turfland FSU,01437,Jeff Stryker,FSU,KY,2-Aug
Turkey Creek FSU,03639,Marshall Wilkins,FSU,TN,18-Sep
Turner Hill Road FSU,01217,Jeremie Studivant,FSU,GA,1-Nov
Turtle Creek FSU,01942,Tyler Mitchell,FSU,AR,6-Sep
Tuscaloosa FSU,04634,William Boulware,FSU,AL,24-Mar
Tuscaloosa South FSU,03151,William Boulware,FSU,AL,13-Jun
Tuscan Village (NH) FSU,04705,Grant Stoffel,FSU,NH,22-Jan
Tuskawilla Road FSU,04680,Bob Kyle,FSU,FL,22-Sep
Tuttle Crossing (OH) FSU,04479,Brian Siktberg,FSU,OH,21-Oct
Twelve Oaks (MI) FSU,04367,Michael Killian,FSU,MI,20-Jun
Twin Creeks Village FSU,00783,Niel Brown,FSU,TX,Aug-99
Twin Falls FSU,03008,Joshua Putnam,FSU,ID,13-Jan
Two Notch Road FSU,00574,Don Ball,FSU,SC,Nov-98
Tyndall Parkway FSU,00751,Walt Rose,FSU,FL,Dec-98
Tyrone Boulevard FSU,04908,Laurie Harris,FSU,FL,24-Jul
Tyrone Square Mall,00308,Chris Devine,MALL,FL,Oct-83
Tyson's West In-Line,03324,Deji Adako,MALL,VA,14-Oct
UCLA In-Line,03196,Matthew Thatcher,MALL,CA,13-Jun
US 17 at Hwy 22 FSU,04672,Jeff Cash,FSU,SC,22-Jan
USC In-Line,02650,Andrew Park,MALL,CA,10-Aug
UT Knoxville Cumberland Ave OCV,05897,Joseph Turner,SAT,TN,25-Mar
UTC FSU,04073,Travis Biggs,FSU,FL,20-Jul
Union Avenue FSU,02308,Justin Burkhead,FSU,TN,9-Sep
Union Centre Blvd. (OH) FSU,05514,Tyler Peters,FSU,OH,25-Oct
Union Cross FSU,04772,David Grix,FSU,NC,22-Jun
Union Grove Crossroads FSU,04621,Mark Fleming,FSU,GA,22-Feb
Union Promenade (KY) FSU,05643,Dustin DiChiara,FSU,KY,25-Sep
Union Township FSU,02709,Adam Smith,FSU,NJ,13-Jun
Uniontown FSU,05415,Key Smith,FSU,PA,25-May
Universal Blvd FSU,04625,Joe Addeo,FSU,FL,21-Sep
University Ave (IA) FSU,03526,David Grimm,FSU,IA,15-Oct
University Blvd Odessa FSU,03975,Nate Saxton,FSU,TX,18-May
University Blvd. FSU,03835,Jared Johnson,FSU,TX,17-May
University Center Irvine FSU,03260,Craig Takata,FSU,CA,14-Oct
University City (MO) FSU,04714,Tim Craig,FSU,MO,23-Nov
University Commons FSU,00765,Ben Dixon,FSU,NC,Oct-98
University Drive FSU,00870,Jake Smith,FSU,AL,Jan-95
University Mall (UT),00367,Kory Matthews,MALL,UT,Nov-87
University Park Mall,00315,Kathy Wonderly,MALL,IN,Mar-79
University Parkway & Hwy 215 FSU,05318,Josiah Brown,FSU,CA,24-Oct
University Place FSU,04278,Rob Rogers,FSU,NC,19-Oct
University Plaza FSU,05352,Luke Trader,FSU,DE,25-Apr
University Town Centre (WV) FSU,04171,Lisa Holt,FSU,WV,20-Apr
University and Highlands Ranch Pkwy FSU,00689,Chris Brock,FSU,CO,Dec-98
University at Dorsey DTO,05601,Brandon Barrett,DTO,AZ,25-Oct
University at Forsyth FSU,00661,Bob Kyle,FSU,FL,Aug-99
University at Mill FSU,03164,Brandon Barrett,FSU,AZ,13-Nov
University at Rouse FSU,00679,Charlie Fish,FSU,FL,Dec-97
University at Sunrise FSU,05390,Javier Laguna,FSU,FL,25-Apr
University of Arizona - SUMC OCV,06032,Travis Kuhn,SAT,AZ,25-Sep
University of Georgia - Tate Student Center OCV,05935,Shane Todd,SAT,GA,25-Aug
Unser & Southern FSU,03558,Bridget Alcala,FSU,NM,15-Dec
Uptown District FSU,04229,Denis Spradlin,FSU,FL,19-May
Uptown Memphis DTO,05543,CeCe Glenn,DTO,TN,25-Sep
Vacaville Commons FSU,03262,Josh Parker,FSU,CA,14-Nov
Valencia Town Center FSU,02317,Tom Williams,FSU,CA,10-Jul
Vallejo FSU,03343,Ignacio Eraso,FSU,CA,15-Oct
Valley Grove FSU,05422,Kayla Maxwell,FSU,UT,25-Oct
Valley Hills Mall,00323,Tim Ray,MALL,NC,Aug-78
Valley Ranch FSU,03588,Zack Derelioglu,FSU,TX,17-Jun
Valley View Boulevard FSU,01107,Bob Childress,FSU,VA,Jul-00
Valley View Mall,00347,Bob Childress,MALL,VA,Jul-85
Valley [AL] FSU,05772,Cole Flanders,FSU,AL,24-Dec
Valleydale FSU no DT,05409,Mark Meadows,FSU,AL,24-May
Valparaiso (IN) FSU,04459,David Hershberger,FSU,IN,21-Sep
Van Buren Blvd. & Arlington Ave. DTO,05154,Scott Kisow,DTO,CA,24-Feb
Van Buren [AR] FSU,05757,Brittany Cook,FSU,AR,24-Oct
Vancouver Mall Drive In-Line DT,04235,John Dombroski,FSU,WA,21-Jan
Vann Drive FSU,00524,Grant Edwards,FSU,TN,Jun-96
Vernon Hills FSU,02926,Beth Dahlenburg,FSU,IL,13-Nov
Vero Beach FSU,03423,Michael Kelley,FSU,FL,16-May
Vestavia Hills FSU,03339,Rodney Jackson,FSU,AL,16-Jul
Veterans & College FSU,03578,Justin Whitefoot,FSU,IL,15-Sep
Veterans Memorial Blvd FSU,02394,Josh Carter,FSU,LA,10-Mar
Veterans Parkway FSU,01855,Bryan Haag,FSU,IN,6-Jul
Vicksburg FSU,03037,Richard Anderson,FSU,MS,13-May
Victoria Mall,00319,David Murphy,MALL,TX,Oct-80
Victory & Fallbrook FSU,03739,Dakata Brodie,FSU,CA,18-Jul
Victory Boulevard FSU,01230,Josh Burnette,FSU,VA,1-Mar
Victory at Skidaway FSU,02630,Ann Collins,FSU,GA,13-Apr
Vidalia FSU,02939,Britt McDade,FSU,GA,13-Jul
Vienna FSU,02274,George Angelos,FSU,WV,8-Jul
Vienna on Maple FSU,03582,Najee Davis,FSU,VA,19-Nov
Viewmont FSU,03579,Jason Pope,FSU,NC,15-Aug
Villa Rica FSU,02111,Justin Day,FSU,GA,7-Mar
Village Commons FSU,01045,David Kim,FSU,VA,1-Jan
Village District FSU,02850,Ashlee Lawson,FSU,NC,12-Mar
Village at Meridian FSU,03084,Brad Miles,FSU,ID,12-Oct
Village at Westlake FSU,01136,Ryan Taylor,FSU,TX,4-Dec
Vincent & Lake FSU,04111,Danny Hernandez,FSU,CA,20-Feb
Vine City FSU,03822,Quincy Springs,FSU,GA,18-Jan
Vineland Pointe FSU,04565,Rock Guarisco,FSU,FL,21-Aug
Vineyard Ave. & G Street DTO,05199,Tim Gravino,DTO,CA,25-Jan
Vineyard FSU,05265,Brian Garrison,FSU,TX,24-Aug
Vinings FSU,01998,Jason Bilotti,FSU,GA,7-Mar
Virginia Beach Blvd FSU,03873,Mark Mitchell,FSU,VA,17-Oct
Virginia Center FSU,01232,Howe Rice,FSU,VA,1-Aug
Virginia Gateway FSU,02285,Jason Ward,FSU,VA,9-Mar
Vista Gardens Marketplace FSU,02037,Spencer Frey,FSU,MD,7-Nov
Vista Ridge Village FSU,00879,Brett Braddy,FSU,TX,Aug-92
Voice of America FSU,01606,Markus Schleidt,FSU,OH,4-Aug
Voorhees FSU,03208,John McArthur,FSU,NJ,14-Apr
W Brandon Blvd. DTO,05254,Jeff Jones,DTO,FL,25-May
Wadsworth Blvd at 80th Avenue FSU,02721,Sheri O'Leary,FSU,CO,13-Jul
Wake Forest FSU,01391,Rob Reasoner,FSU,NC,2-Mar
Waldorf FSU,01083,Ken Weikel,FSU,MD,Aug-00
Walker (MI) FSU,04599,Tim Hiller,FSU,MI,21-Oct
Wall Street FSU,03043,Jason Shaffer,FSU,TX,13-Mar
Wallingford FSU,03370,Todd Langston,FSU,CT,14-Nov
Walnut Avenue FSU,00737,Mike Leal,FSU,TX,Sep-98
Walnut Creek FSU,02765,Brent Allen,FSU,CA,12-Nov
Walpole FSU,05162,Andrew Musick,FSU,MA,24-Dec
Ward Parkway FSU,01772,Forrest Swyden,FSU,MO,6-Dec
Wards Road FSU,01489,Lee Hall,FSU,VA,4-Nov
Warminster FSU,03463,Josh McGrory,FSU,PA,17-Apr
Warrenton FSU,02116,Paul Brock,FSU,VA,8-Mar
Warrington Crossing FSU,01387,Josh McGrory,FSU,PA,2-Jul
Washington & Yale DTO,05904,Drew Ellis,DTO,TX,25-Nov
Washington (PA) FSU,03245,Jay Yanak,FSU,PA,15-Mar
Washington Road FSU,00825,John Powell,FSU,GA,Jan-91
Washington Township FSU,01535,Marla Davis,FSU,OH,4-Mar
Washington Township at Greentree Rd FSU,02814,Burley Clark,FSU,NJ,12-Jun
Watauga FSU,01195,Fulvio Andreani,FSU,TX,Aug-00
